   Log,     Log  ,    Log  , Remote, Op Type:,  AirCon,  AirCon,Compresr,Compresr,Compresr,Compresr,Compresr,Compresr,Compresr,    EEV,   EEV,    'C,    'C,    'C,    'C,    'C,    'C,    'C,  Thermal,  OU Fan,  OU Fan,  OU Fan,RemotFan,  IUFan,  IU Fan,4Way,ACIT Ver.,ACIT Ver.,Thm. Cut,Thm. Cut,Tc Protect,Te Protect,Td Protect,CurProtct,HeatSink,OutTemp,SuctProtc,VoltProtc,DewProt.,SleepLimt,  Defrost,TotalTime,     'C,Model,     'C,Voltage,Voltage, Current, Current,   Error,   Error,   Error,   Error
     No,    Date,   Time,Command,USB?Play,SubMode,MainMode,Op Mode,TargtStep,MaxStep,MinStep,FinalStep,FinalFreq, RealFreq, CycleM,  Pulse,  IU Air,RemotSet, IU Pipe,Discharge, OU Pipe,OU Air,   error,    Cut,TargtStep,TargtRpm,RealRpm, TargtStep,TargtStep,TargtFreq, Valve, Time,    Date,Slow Tmr,Fast Tmr,  MaxStep, MaxStep,MaxStep,MaxStep,MaxStep,MaxStep,MaxStep,MaxStep,MaxStep,MaxStep,ActiveAlg,Heating,Target  Td, Name,HeatSink,  Input , DCLink,OU Input ,Compressor, OU PFC,OUGenerl,OU Comp,     IU
443,8.6.2015,17:09:04,AC OFF,Play x10, STOP  ,Standbye,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 23.8, 19.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,5,480,0,0,0,0,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
444,8.6.2015,17:09:06,Autochange,Play x10,CYCLE-,Delay @ Cooling  ,Stop   ,0,5,2,0,0,0,Stop Cyc .  ,450, 23.8, 23.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,4,440,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
445,8.6.2015,17:09:08,Cooling,Play x10,CYCLE-,Standbye,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,6,540,0,5,0,0,HEATING,14:51:07,Jun  8 2015,180,10,16,16,16,16,16,5,16,16,16,16,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
446,8.6.2015,17:09:10,Cooling,Play x100,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,5,480,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
447,8.6.2015,17:09:12,Cooling,Play x10,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
448,8.6.2015,17:09:14,Cooling,Play x10,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
449,8.6.2015,17:09:16,Cooling,Play Norm,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
450,8.6.2015,17:09:18,Cooling,Play Norm,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
451,8.6.2015,17:09:20,Cooling,Play Norm,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
452,8.6.2015,17:09:22,Cooling,Play Norm,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
453,8.6.2015,17:09:24,Cooling,Play Norm,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
454,8.6.2015,17:09:26,Cooling,Play Norm,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
455,8.6.2015,17:09:28,Cooling,Play Norm,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
456,8.6.2015,17:09:30,Cooling,Play Norm,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
457,8.6.2015,17:09:32,Cooling,Play Norm,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
458,8.6.2015,17:09:34,Cooling,Play Norm,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
459,8.6.2015,17:09:36,Cooling,Play Norm,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
460,8.6.2015,17:09:38,Cooling,Play Norm,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
461,8.6.2015,17:09:40,Cooling,Play Norm,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
462,8.6.2015,17:09:42,Cooling,Play Norm,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
463,8.6.2015,17:09:44,Cooling,Play Norm,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
464,8.6.2015,17:09:46,Cooling,Play Norm,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
465,8.6.2015,17:09:48,Cooling,Play Norm,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
466,8.6.2015,17:09:50,Cooling,Play Norm,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
467,8.6.2015,17:09:52,Cooling,Play Norm,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
468,8.6.2015,17:09:54,Cooling,Play Norm,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
469,8.6.2015,17:09:56,Cooling,Play Norm,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
470,8.6.2015,17:09:58,Cooling,Play Norm,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
471,8.6.2015,17:10:00,Cooling,Play Norm,CYCLE-,Delay @ Cooling  ,Stop   ,0,3,2,0,0,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 0.0,OFF,0,0,0,5,5,1475,HEATING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,12,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
472,8.6.2015,17:10:02,Cooling,Play Norm,CYCLE-,COOLING,Start 1.1,3,3,3,3,39,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
473,8.6.2015,17:10:04,Cooling,Play Norm,CYCLE-,COOLING,Start 1.1,3,3,3,3,39,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
474,8.6.2015,17:10:06,Cooling,Play Norm,CYCLE-,COOLING,Start 1.1,3,3,3,3,39,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
475,8.6.2015,17:10:08,Cooling,Play Norm,CYCLE-,COOLING,Start 1.1,3,3,3,3,39,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
476,8.6.2015,17:10:10,Cooling,Play Norm,CYCLE-,COOLING,Start 1.1,3,3,3,3,39,0,Stop Cyc .  ,450, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,0,SB Reference  , 45.0,230,0,12,0,0,0,0,0
477,8.6.2015,17:10:12,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.1,56, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
478,8.6.2015,17:10:14,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.1,56, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
479,8.6.2015,17:10:16,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.1,56, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
480,8.6.2015,17:10:18,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.1,56, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
481,8.6.2015,17:10:20,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.1,56, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
482,8.6.2015,17:10:22,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.2,67, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
483,8.6.2015,17:10:24,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.2,67, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
484,8.6.2015,17:10:26,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.2,67, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
485,8.6.2015,17:10:28,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.2,67, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
486,8.6.2015,17:10:30,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.2,67, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
487,8.6.2015,17:10:32,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.3,79, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
488,8.6.2015,17:10:34,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.3,79, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
489,8.6.2015,17:10:36,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.3,79, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
490,8.6.2015,17:10:38,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.3,79, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
491,8.6.2015,17:10:40,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.3,79, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
492,8.6.2015,17:10:42,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.4,90, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
493,8.6.2015,17:10:44,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.4,90, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
494,8.6.2015,17:10:46,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.4,90, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
495,8.6.2015,17:10:48,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.4,90, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
496,8.6.2015,17:10:50,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.4,90, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
497,8.6.2015,17:10:52,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.5,101, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
498,8.6.2015,17:10:54,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.5,101, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
499,8.6.2015,17:10:56,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.5,101, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
500,8.6.2015,17:10:58,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.5,101, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
501,8.6.2015,17:11:00,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.5,101, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
502,8.6.2015,17:11:02,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.6,113, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
503,8.6.2015,17:11:04,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.6,113, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
504,8.6.2015,17:11:06,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.6,113, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
505,8.6.2015,17:11:08,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.6,113, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
506,8.6.2015,17:11:10,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.6,113, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
507,8.6.2015,17:11:12,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.6,113, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
508,8.6.2015,17:11:14,Cooling,Play Norm,CYCLE-,COOLING,Start 1.2,3,10,2,3,39,0,Start 1.6,113, 23.8, 22.0, 16.2, 78.6, 28.7, 25.0, 2.3,OFF,10,780,0,5,5,1475,COOLING,14:51:07,Jun  8 2015,180,10,12,12,12,12,12,10,12,12,12,12,  ,0,113,SB Reference  , 45.0,230,0,12,0,0,0,0,0
